1.000000	0.093271	1.223069
1.000000	0.024585	1.216613
1.000000	0.005398	1.217904
1.000000	-0.018719	1.217904
1.000000	-0.035345	1.216613
1.000000	-0.048533	1.217904
1.000000	-0.058306	1.217904
1.000000	-0.065338	1.217904
1.000000	-0.070109	1.219195
1.000000	-0.073117	1.217904
1.000000	-0.074557	1.216613
1.000000	-0.074786	1.216613
1.000000	-0.074121	1.215322
1.000000	-0.072688	1.217904
1.000000	-0.070895	1.215322
1.000000	-0.068534	1.212740
1.000000	-0.065833	1.212740
1.000000	-0.063012	1.210158
1.000000	-0.059979	1.208867
1.000000	-0.056920	1.206285
1.000000	-0.053789	1.206285
1.000000	-0.050796	1.203702
1.000000	-0.047781	1.202411
1.000000	-0.044892	1.207576
1.000000	-0.042452	1.199829
1.000000	-0.039667	1.197247
1.000000	-0.037073	1.197247
1.000000	-0.034684	1.195956
1.000000	-0.032420	1.193374
1.000000	-0.030230	1.193374
1.000000	-0.028270	1.192083
1.000000	-0.026415	1.189500
1.000000	-0.024623	1.189500
1.000000	-0.023044	1.186918
1.000000	-0.021486	1.185627
1.000000	-0.020068	1.184336
1.000000	-0.018751	1.181754
1.000000	-0.017469	1.181754
1.000000	-0.016375	1.181754
1.000000	-0.015412	1.179172
1.000000	-0.014441	1.179172
1.000000	-0.013637	1.176590
1.000000	-0.012803	1.175298
1.000000	-0.012062	1.174007
1.000000	-0.011377	1.172716
1.000000	-0.010751	1.166261
1.000000	-0.009907	1.175298
1.000000	-0.009763	1.171425
1.000000	-0.009320	1.170134
1.000000	-0.008986	1.168843
1.000000	-0.008657	1.166261
1.000000	-0.008291	1.167552
1.000000	-0.008111	1.166261
1.000000	-0.007901	1.166261
1.000000	-0.007784	1.163679
1.000000	-0.007583	1.164970
1.000000	-0.007558	1.163679
1.000000	-0.007487	1.162388
1.000000	-0.007428	1.162388
1.000000	-0.007436	1.161096
1.000000	-0.007420	1.159805
1.000000	-0.007407	1.161096
1.000000	-0.007527	1.158514
1.000000	-0.007526	1.158514
1.000000	-0.007617	1.157223
1.000000	-0.007671	1.152059
1.000000	-0.007521	1.158514
1.000000	-0.007850	1.154641
1.000000	-0.007884	1.155932
1.000000	-0.008113	1.154641
1.000000	-0.008263	1.154641
1.000000	-0.008473	1.153350
1.000000	-0.008637	1.152059
1.000000	-0.008786	1.153350
1.000000	-0.009053	1.152059
1.000000	-0.009251	1.150768
1.000000	-0.009434	1.150768
1.000000	-0.009661	1.149477
1.000000	-0.009845	1.150768
1.000000	-0.010146	1.149477
1.000000	-0.010375	1.148186
1.000000	-0.010585	1.155932
1.000000	-0.011242	1.145603
1.000000	-0.011216	1.148186
1.000000	-0.011550	1.146895
1.000000	-0.011755	1.146895
1.000000	-0.012025	1.146895
1.000000	-0.012307	1.144312
1.000000	-0.012475	1.144312
1.000000	-0.012712	1.143021
1.000000	-0.012899	1.143021
1.000000	-0.013138	1.141730
1.000000	-0.013330	1.141730
1.000000	-0.013572	1.141730
1.000000	-0.013834	1.143021
1.000000	-0.014187	1.140439
1.000000	-0.014394	1.140439
1.000000	-0.014669	1.137857
1.000000	-0.014818	1.139148
1.000000	-0.015108	1.137857
1.000000	-0.015320	1.136566
1.000000	-0.015516	1.135275
1.000000	-0.015685	1.135275
1.000000	-0.015902	1.135275
1.000000	-0.016142	1.133984
1.000000	-0.016338	1.133984
1.000000	-0.016579	1.132693
1.000000	-0.016770	1.132693
1.000000	-0.017008	1.131401
1.000000	-0.017196	1.132693
1.000000	-0.017498	1.131401
1.000000	-0.017722	1.136566
1.000000	-0.018263	1.128819
1.000000	-0.018298	1.128819
1.000000	-0.018503	1.127528
1.000000	-0.018635	1.128819
1.000000	-0.018895	1.126237
1.000000	-0.019012	1.124946
1.000000	-0.019137	1.124946
1.000000	-0.019306	1.123655
1.000000	-0.019433	1.122364
1.000000	-0.019545	1.122364
1.000000	-0.019705	1.122364
1.000000	-0.019892	1.122364
1.000000	-0.020104	1.121073
1.000000	-0.020269	1.118491
1.000000	-0.020342	1.118491
1.000000	-0.020485	1.118491
1.000000	-0.020650	1.118491
1.000000	-0.020843	1.118491
1.000000	-0.021057	1.117199
1.000000	-0.021221	1.115908
1.000000	-0.021359	1.113326
1.000000	-0.021402	1.114617
1.000000	-0.021586	1.113326
1.000000	-0.021699	1.112035
1.000000	-0.021797	1.112035
1.000000	-0.021940	1.112035
1.000000	-0.022106	1.112035
1.000000	-0.022294	1.109453
1.000000	-0.022365	1.106871
1.000000	-0.022369	1.108162
1.000000	-0.022512	1.108162
1.000000	-0.022655	1.106871
1.000000	-0.022760	1.104289
1.000000	-0.022773	1.104289
1.000000	-0.022859	1.104289
1.000000	-0.022968	1.102997
1.000000	-0.023038	1.102997
1.000000	-0.023157	1.100415
1.000000	-0.023161	1.100415
1.000000	-0.023242	1.099124
1.000000	-0.023276	1.099124
1.000000	-0.023365	1.097833
1.000000	-0.023409	1.096542
1.000000	-0.023438	1.093960
1.000000	-0.023380	1.092669
1.000000	-0.023333	1.093960
1.000000	-0.023410	1.092669
1.000000	-0.023427	1.091378
1.000000	-0.023435	1.091378
1.000000	-0.023491	1.090087
1.000000	-0.023506	1.090087
1.000000	-0.023573	1.088796
1.000000	-0.023596	1.087504
1.000000	-0.023601	1.086213
1.000000	-0.023587	1.084922
1.000000	-0.023556	1.084922
1.000000	-0.023579	1.083631
1.000000	-0.023562	1.082340
1.000000	-0.023532	1.081049
1.000000	-0.023485	1.083631
1.000000	-0.023628	1.079758
1.000000	-0.023543	1.079758
1.000000	-0.023562	1.078467
1.000000	-0.023529	1.078467
1.000000	-0.023553	1.077176
1.000000	-0.023532	1.075885
1.000000	-0.023495	1.074594
1.000000	-0.023440	1.073302
1.000000	-0.023369	1.074594
1.000000	-0.023419	1.079758
1.000000	-0.023743	1.068138
1.000000	-0.023374	1.070720
1.000000	-0.023392	1.069429
1.000000	-0.023293	1.068138
1.000000	-0.023204	1.068138
1.000000	-0.023165	1.062974
1.000000	-0.022885	1.066847
1.000000	-0.022946	1.065556
1.000000	-0.022889	1.064265
1.000000	-0.022832	1.062974
1.000000	-0.022751	1.062974
1.000000	-0.022721	1.061683
1.000000	-0.022650	1.060392
1.000000	-0.022563	1.059100
1.000000	-0.022459	1.057809
1.000000	-0.022339	1.056518
1.000000	-0.022207	1.057809
1.000000	-0.022198	1.056518
1.000000	-0.022126	1.055227
1.000000	-0.022040	1.053936
1.000000	-0.021933	1.052645
1.000000	-0.021809	1.052645
1.000000	-0.021738	1.050063
1.000000	-0.021560	1.051354
1.000000	-0.021530	1.051354
1.000000	-0.021500	1.047481
1.000000	-0.021296	1.047481
1.000000	-0.021191	1.047481
1.000000	-0.021108	1.046190
1.000000	-0.020991	1.043607
1.000000	-0.020790	1.044899
1.000000	-0.020735	1.044899
1.000000	-0.020680	1.043607
1.000000	-0.020589	1.042316
1.000000	-0.020475	1.041025
1.000000	-0.020340	1.039734
1.000000	-0.020186	1.039734
1.000000	-0.020084	1.038443
1.000000	-0.019942	1.037152
1.000000	-0.019785	1.035861
1.000000	-0.019611	1.035861
1.000000	-0.019490	1.034570
1.000000	-0.019330	1.033279
1.000000	-0.019158	1.033279
1.000000	-0.019036	1.030697
1.000000	-0.018807	1.030697
1.000000	-0.018659	1.030697
1.000000	-0.018537	1.029405
1.000000	-0.018379	1.028114
1.000000	-0.018204	1.028114
1.000000	-0.018079	1.028114
1.000000	-0.017980	1.030697
1.000000	-0.018043	1.030697
1.000000	-0.018071	1.024241
1.000000	-0.017774	1.022950
1.000000	-0.017545	1.022950
1.000000	-0.017355	1.022950
1.000000	-0.017203	1.021659
1.000000	-0.017015	1.020368
1.000000	-0.016811	1.020368
1.000000	-0.016658	1.019077
1.000000	-0.016465	1.017786
1.000000	-0.016258	1.017786
1.000000	-0.016101	1.016495
1.000000	-0.015903	1.016495
1.000000	-0.015758	1.016495
1.000000	-0.015637	1.013912
1.000000	-0.015405	1.013912
1.000000	-0.015246	1.011330
1.000000	-0.014972	1.015203
1.000000	-0.014983	1.011330
1.000000	-0.014733	1.007457
1.000000	-0.014387	1.010039
1.000000	-0.014267	1.010039
1.000000	-0.014126	1.008748
1.000000	-0.013951	1.007457
1.000000	-0.013752	1.007457
1.000000	-0.013599	1.007457
1.000000	-0.013467	1.004875
1.000000	-0.013223	1.004875
1.000000	-0.013050	1.004875
1.000000	-0.012896	1.003584
1.000000	-0.012700	1.002293
1.000000	-0.012483	0.995837
1.000000	-0.011973	1.002293
1.000000	-0.011960	1.001001
1.000000	-0.011777	1.001001
1.000000	-0.011664	0.999710
1.000000	-0.011489	0.999710
1.000000	-0.011358	0.998419
1.000000	-0.011174	0.999710
1.000000	-0.011101	0.997128
1.000000	-0.010881	0.997128
1.000000	-0.010730	0.995837
1.000000	-0.010522	0.995837
1.000000	-0.010363	0.995837
1.000000	-0.010219	0.994546
1.000000	-0.010028	0.993255
1.000000	-0.009811	0.993255
1.000000	-0.009636	0.991964
1.000000	-0.009413	0.988091
1.000000	-0.009034	0.990673
1.000000	-0.008890	0.990673
1.000000	-0.008718	0.989382
1.000000	-0.008511	0.986800
1.000000	-0.008210	0.989382
1.000000	-0.008115	0.988091
1.000000	-0.007920	0.988091
1.000000	-0.007776	0.990673
1.000000	-0.007777	0.986800
1.000000	-0.007537	0.985508
1.000000	-0.007318	0.989382
1.000000	-0.007331	0.985508
1.000000	-0.007081	0.985508
1.000000	-0.006926	0.985508
1.000000	-0.006771	0.982926
1.000000	-0.006501	0.982926
1.000000	-0.006297	0.984217
1.000000	-0.006176	0.981635
1.000000	-0.005916	0.981635
1.000000	-0.005725	0.981635
1.000000	-0.005546	0.981635
1.000000	-0.005388	0.977762
1.000000	-0.005043	0.980344
1.000000	-0.004927	0.979053
1.000000	-0.004707	0.977762
1.000000	-0.004472	0.979053
1.000000	-0.004342	0.979053
1.000000	-0.004203	0.979053
1.000000	-0.004081	0.977762
1.000000	-0.003899	0.976471
1.000000	-0.003685	0.976471
1.000000	-0.003506	0.976471
1.000000	-0.003341	0.979053
1.000000	-0.003328	0.973889
1.000000	-0.003002	0.975180
1.000000	-0.002858	0.973889
1.000000	-0.002623	0.971306
1.000000	-0.002303	0.975180
1.000000	-0.002252	0.973889
1.000000	-0.002073	0.972598
1.000000	-0.001873	0.972598
1.000000	-0.001702	0.972598
1.000000	-0.001544	0.972598
1.000000	-0.001399	0.971306
1.000000	-0.001197	0.972598
1.000000	-0.001099	0.971306
1.000000	-0.000915	0.971306
1.000000	-0.000770	0.972598
1.000000	-0.000697	0.968724
1.000000	-0.000405	0.971306
1.000000	-0.000335	0.970015
1.000000	-0.000149	0.968724
1.000000	0.000061	0.970015
1.000000	0.000173	0.968724
1.000000	0.000368	0.968724
1.000000	0.000524	0.968724
1.000000	0.000674	0.967433
1.000000	0.000880	0.968724
1.000000	0.000983	0.967433
1.000000	0.001172	0.966142
1.000000	0.001391	0.966142
1.000000	0.001578	0.966142
1.000000	0.001752	0.964851
1.000000	0.001980	0.967433
1.000000	0.002034	0.966142
1.000000	0.002198	0.966142
1.000000	0.002324	0.964851
1.000000	0.002519	0.966142
1.000000	0.002611	0.964851
1.000000	0.002792	0.964851
1.000000	0.002937	0.964851
1.000000	0.003078	0.964851
1.000000	0.003211	0.963560
1.000000	0.003405	0.962269
1.000000	0.003634	0.963560
1.000000	0.003762	0.964851
1.000000	0.003836	0.962269
1.000000	0.004060	0.963560
1.000000	0.004160	0.963560
1.000000	0.004284	0.962269
1.000000	0.004465	0.963560
1.000000	0.004549	0.962269
1.000000	0.004723	0.959687
1.000000	0.004998	0.962269
1.000000	0.005082	0.962269
1.000000	0.005208	0.960978
1.000000	0.005386	0.962269
